secid,date,symbol,expiration,cp_flag,strike,best_bid,best_offer,implied_volatility,expiryindicator,amsettlement
108105.0,2020-06-15,SPX 221216C2125000,2022-12-16,C,2125000.0,935.5,1031.5,0.285903,,1.0
108105.0,2020-06-15,SPX 221216C2150000,2022-12-16,C,2150000.0,916.6,1012.6,0.284444,,1.0
108105.0,2020-06-15,SPX 221216C2175000,2022-12-16,C,2175000.0,897.6,993.6,0.282782,,1.0
108105.0,2020-06-15,SPX 221216C2200000,2022-12-16,C,2200000.0,878.8,974.8,0.281171,,1.0
108105.0,2020-06-15,SPX 221216C2225000,2022-12-16,C,2225000.0,860.1,956.1,0.279527,,1.0
108105.0,2020-06-15,SPX 221216C2250000,2022-12-16,C,2250000.0,841.4,937.4,0.277773,,1.0
108105.0,2020-06-15,SPX 221216C2275000,2022-12-16,C,2275000.0,823.0,919.0,0.276142,,1.0
108105.0,2020-06-15,SPX 221216C2300000,2022-12-16,C,2300000.0,804.7,900.7,0.274477,,1.0
108105.0,2020-06-15,SPX 221216C2325000,2022-12-16,C,2325000.0,786.5,882.5,0.272778,,1.0
108105.0,2020-06-15,SPX 221216C2350000,2022-12-16,C,2350000.0,768.4,864.4,0.271047,,1.0
108105.0,2020-06-15,SPX 221216C2375000,2022-12-16,C,2375000.0,750.6,846.6,0.269424,,1.0
108105.0,2020-06-15,SPX 221216C2400000,2022-12-16,C,2400000.0,733.8,829.8,0.268387,,1.0
108105.0,2020-06-15,SPX 221216C2425000,2022-12-16,C,2425000.0,716.2,812.2,0.266682,,1.0
108105.0,2020-06-15,SPX 221216C2450000,2022-12-16,C,2450000.0,698.8,794.8,0.265007,,1.0
108105.0,2020-06-15,SPX 221216C2475000,2022-12-16,C,2475000.0,681.5,777.5,0.263296,,1.0
108105.0,2020-06-15,SPX 221216C2500000,2022-12-16,C,2500000.0,663.8,759.8,0.261223,,1.0
108105.0,2020-06-15,SPX 221216C2525000,2022-12-16,C,2525000.0,646.8,742.8,0.259507,,1.0
108105.0,2020-06-15,SPX 221216C2550000,2022-12-16,C,2550000.0,630.2,726.2,0.257944,,1.0
108105.0,2020-06-15,SPX 221216C2575000,2022-12-16,C,2575000.0,613.6,709.6,0.256275,,1.0
108105.0,2020-06-15,SPX 221216C2600000,2022-12-16,C,2600000.0,596.8,692.8,0.254381,,1.0
108105.0,2020-06-15,SPX 221216C2625000,2022-12-16,C,2625000.0,580.4,676.4,0.252633,,1.0
108105.0,2020-06-15,SPX 221216C2650000,2022-12-16,C,2650000.0,562.7,658.7,0.249999,,1.0
108105.0,2020-06-15,SPX 221216C2675000,2022-12-16,C,2675000.0,546.4,642.4,0.248119,,1.0
108105.0,2020-06-15,SPX 221216C2700000,2022-12-16,C,2700000.0,530.5,626.5,0.246377,,1.0
108105.0,2020-06-15,SPX 221216C2725000,2022-12-16,C,2725000.0,514.6,610.6,0.244532,,1.0
108105.0,2020-06-15,SPX 221216C2750000,2022-12-16,C,2750000.0,499.0,595.0,0.242761,,1.0
108105.0,2020-06-15,SPX 221216C2775000,2022-12-16,C,2775000.0,483.5,579.5,0.240945,,1.0
108105.0,2020-06-15,SPX 221216C2800000,2022-12-16,C,2800000.0,468.2,564.2,0.23914,,1.0
108105.0,2020-06-15,SPX 221216C2825000,2022-12-16,C,2825000.0,453.0,549.0,0.237288,,1.0
108105.0,2020-06-15,SPX 221216C2850000,2022-12-16,C,2850000.0,438.0,534.0,0.235446,,1.0
108105.0,2020-06-15,SPX 221216C2875000,2022-12-16,C,2875000.0,423.2,519.2,0.233611,,1.0
108105.0,2020-06-15,SPX 221216C2900000,2022-12-16,C,2900000.0,408.6,504.6,0.231781,,1.0
108105.0,2020-06-15,SPX 221216C2925000,2022-12-16,C,2925000.0,393.6,489.6,0.229625,,1.0
108105.0,2020-06-15,SPX 221216C2950000,2022-12-16,C,2950000.0,382.3,478.3,0.229393,,1.0
108105.0,2020-06-15,SPX 221216C2975000,2022-12-16,C,2975000.0,368.3,464.3,0.227565,,1.0
108105.0,2020-06-15,SPX 221216C3000000,2022-12-16,C,3000000.0,351.6,447.6,0.224161,,1.0
108105.0,2020-06-15,SPX 221216C3025000,2022-12-16,C,3025000.0,340.1,436.1,0.223475,,1.0
108105.0,2020-06-15,SPX 221216C3050000,2022-12-16,C,3050000.0,326.5,422.5,0.221536,,1.0
108105.0,2020-06-15,SPX 221216C3075000,2022-12-16,C,3075000.0,313.3,409.3,0.2197,,1.0
108105.0,2020-06-15,SPX 221216C3100000,2022-12-16,C,3100000.0,318.4,414.4,0.227609,,1.0
108105.0,2020-06-15,SPX 221216C3125000,2022-12-16,C,3125000.0,305.7,401.7,0.225805,,1.0
108105.0,2020-06-15,SPX 221216C3150000,2022-12-16,C,3150000.0,293.2,389.2,0.223997,,1.0
108105.0,2020-06-15,SPX 221216C3175000,2022-12-16,C,3175000.0,280.9,376.9,0.222185,,1.0
108105.0,2020-06-15,SPX 221216C3200000,2022-12-16,C,3200000.0,268.9,364.9,0.220422,,1.0
108105.0,2020-06-15,SPX 221216C3225000,2022-12-16,C,3225000.0,257.1,353.1,0.218651,,1.0
108105.0,2020-06-15,SPX 221216C3250000,2022-12-16,C,3250000.0,270.0,341.8,0.223572,,1.0
108105.0,2020-06-15,SPX 221216C3275000,2022-12-16,C,3275000.0,234.1,330.1,0.215085,,1.0
108105.0,2020-06-15,SPX 221216C3300000,2022-12-16,C,3300000.0,223.0,319.0,0.213341,,1.0
108105.0,2020-06-15,SPX 221216C3325000,2022-12-16,C,3325000.0,212.2,308.2,0.21164,,1.0
108105.0,2020-06-15,SPX 221216C3350000,2022-12-16,C,3350000.0,201.6,297.6,0.209927,,1.0
108105.0,2020-06-15,SPX 221216C3375000,2022-12-16,C,3375000.0,199.7,263.7,0.204053,,1.0
108105.0,2020-06-15,SPX 221216C3400000,2022-12-16,C,3400000.0,197.3,261.3,0.206627,,1.0
108105.0,2020-06-15,SPX 221216C3425000,2022-12-16,C,3425000.0,192.2,256.2,0.207613,,1.0
108105.0,2020-06-15,SPX 221216C3450000,2022-12-16,C,3450000.0,178.0,242.0,0.203381,,1.0
108105.0,2020-06-15,SPX 221216C3475000,2022-12-16,C,3475000.0,168.8,232.8,0.201821,,1.0
108105.0,2020-06-15,SPX 221216C3500000,2022-12-16,C,3500000.0,160.0,216.4,0.198171,,1.0
108105.0,2020-06-15,SPX 221216C3525000,2022-12-16,C,3525000.0,151.2,215.2,0.198769,,1.0
108105.0,2020-06-15,SPX 221216C3550000,2022-12-16,C,3550000.0,142.8,206.8,0.197279,,1.0
108105.0,2020-06-15,SPX 221216C3575000,2022-12-16,C,3575000.0,134.7,198.7,0.195834,,1.0
108105.0,2020-06-15,SPX 221216C3600000,2022-12-16,C,3600000.0,126.8,190.8,0.194374,,1.0
108105.0,2020-06-15,SPX 221216C3625000,2022-12-16,C,3625000.0,119.3,183.3,0.193023,,1.0
108105.0,2020-06-15,SPX 221216C3650000,2022-12-16,C,3650000.0,112.0,176.0,0.191661,,1.0
108105.0,2020-06-15,SPX 221216C3675000,2022-12-16,C,3675000.0,105.0,169.0,0.19035,,1.0
108105.0,2020-06-15,SPX 221216C3700000,2022-12-16,C,3700000.0,100.1,164.1,0.190246,,1.0
108105.0,2020-06-15,SPX 221216C3725000,2022-12-16,C,3725000.0,99.9,139.9,0.18528,,1.0
108105.0,2020-06-15,SPX 221216C3750000,2022-12-16,C,3750000.0,97.5,137.5,0.186565,,1.0
108105.0,2020-06-15,SPX 221216C3775000,2022-12-16,C,3775000.0,96.1,136.1,0.188458,,1.0
108105.0,2020-06-15,SPX 221216C3800000,2022-12-16,C,3800000.0,67.7,107.6,0.171356,,1.0
108105.0,2020-06-15,SPX 221216C3850000,2022-12-16,C,3850000.0,75.2,115.2,0.182105,,1.0
108105.0,2020-06-15,SPX 221216C3900000,2022-12-16,C,3900000.0,65.5,105.5,0.180103,,1.0
108105.0,2020-06-15,SPX 221216C4000000,2022-12-16,C,4000000.0,48.8,88.8,0.176601,,1.0
108105.0,2020-06-15,SPX 221216C4100000,2022-12-16,C,4100000.0,35.3,75.3,0.17375,,1.0
108105.0,2020-06-15,SPX 221216C4200000,2022-12-16,C,4200000.0,24.5,64.5,0.171509,,1.0
108105.0,2020-06-15,SPX 221216C4300000,2022-12-16,C,4300000.0,16.3,56.3,0.170265,,1.0
108105.0,2020-06-15,SPX 221216C4400000,2022-12-16,C,4400000.0,9.8,49.8,0.169511,,1.0
108105.0,2020-06-15,SPX 221216C4500000,2022-12-16,C,4500000.0,14.0,29.0,0.164335,,1.0
108105.0,2020-06-15,SPX 221216C4600000,2022-12-16,C,4600000.0,10.0,45.0,0.179964,,1.0
108105.0,2020-06-15,SPX 221216C4700000,2022-12-16,C,4700000.0,6.7,26.7,0.168461,,1.0
108105.0,2020-06-15,SPX 221216C4800000,2022-12-16,C,4800000.0,4.0,24.0,0.168769,,1.0
108105.0,2020-06-15,SPX 221216C4900000,2022-12-16,C,4900000.0,10.0,14.6,0.170446,,1.0
108105.0,2020-06-15,SPX 221216C700000,2022-12-16,C,700000.0,2201.4,2297.4,,,1.0
108105.0,2020-06-15,SPX 221216C800000,2022-12-16,C,800000.0,2105.9,2201.9,0.360381,,1.0
108105.0,2020-06-15,SPX 221216C900000,2022-12-16,C,900000.0,2011.0,2107.0,0.374066,,1.0
108105.0,2020-06-15,SPX 221216P1000000,2022-12-16,P,1000000.0,11.8,31.8,0.414396,,1.0
108105.0,2020-06-15,SPX 221216P1100000,2022-12-16,P,1100000.0,17.5,37.5,0.400105,,1.0
108105.0,2020-06-15,SPX 221216P1150000,2022-12-16,P,1150000.0,20.8,40.8,0.393661,,1.0
108105.0,2020-06-15,SPX 221216P1200000,2022-12-16,P,1200000.0,24.3,44.3,0.387282,,1.0
108105.0,2020-06-15,SPX 221216P1250000,2022-12-16,P,1250000.0,28.1,48.1,0.381204,,1.0
108105.0,2020-06-15,SPX 221216P1300000,2022-12-16,P,1300000.0,32.2,52.2,0.375361,,1.0
108105.0,2020-06-15,SPX 221216P1350000,2022-12-16,P,1350000.0,36.7,56.7,0.36991,,1.0
108105.0,2020-06-15,SPX 221216P1375000,2022-12-16,P,1375000.0,39.0,59.0,0.367107,,1.0
108105.0,2020-06-15,SPX 221216P1400000,2022-12-16,P,1400000.0,41.5,61.5,0.364576,,1.0
108105.0,2020-06-15,SPX 221216P1450000,2022-12-16,P,1450000.0,46.6,66.6,0.359331,,1.0
108105.0,2020-06-15,SPX 221216P1475000,2022-12-16,P,1475000.0,43.8,83.8,0.364363,,1.0
108105.0,2020-06-15,SPX 221216P1500000,2022-12-16,P,1500000.0,41.0,81.0,0.352502,,1.0
108105.0,2020-06-15,SPX 221216P1525000,2022-12-16,P,1525000.0,49.5,89.5,0.358954,,1.0
108105.0,2020-06-15,SPX 221216P1550000,2022-12-16,P,1550000.0,47.0,87.0,0.347952,,1.0
108105.0,2020-06-15,SPX 221216P1575000,2022-12-16,P,1575000.0,51.1,91.1,0.347138,,1.0
108105.0,2020-06-15,SPX 221216P1600000,2022-12-16,P,1600000.0,54.3,94.3,0.344814,,1.0
108105.0,2020-06-15,SPX 221216P1625000,2022-12-16,P,1625000.0,57.6,97.6,0.342518,,1.0
108105.0,2020-06-15,SPX 221216P1650000,2022-12-16,P,1650000.0,60.9,100.9,0.340111,,1.0
108105.0,2020-06-15,SPX 221216P1675000,2022-12-16,P,1675000.0,64.4,104.4,0.337866,,1.0
108105.0,2020-06-15,SPX 221216P1700000,2022-12-16,P,1700000.0,68.0,108.0,0.335639,,1.0
108105.0,2020-06-15,SPX 221216P1725000,2022-12-16,P,1725000.0,71.7,111.7,0.333428,,1.0
108105.0,2020-06-15,SPX 221216P1750000,2022-12-16,P,1750000.0,75.5,115.5,0.331231,,1.0
108105.0,2020-06-15,SPX 221216P1775000,2022-12-16,P,1775000.0,79.4,119.4,0.329046,,1.0
108105.0,2020-06-15,SPX 221216P1800000,2022-12-16,P,1800000.0,79.2,115.0,0.319634,,1.0
108105.0,2020-06-15,SPX 221216P1825000,2022-12-16,P,1825000.0,87.5,127.5,0.324704,,1.0
108105.0,2020-06-15,SPX 221216P1850000,2022-12-16,P,1850000.0,94.1,132.1,0.324051,,1.0
108105.0,2020-06-15,SPX 221216P1875000,2022-12-16,P,1875000.0,94.3,132.1,0.317433,,1.0
108105.0,2020-06-15,SPX 221216P1900000,2022-12-16,P,1900000.0,100.1,164.1,0.330079,,1.0
108105.0,2020-06-15,SPX 221216P1925000,2022-12-16,P,1925000.0,104.6,168.6,0.327651,,1.0
108105.0,2020-06-15,SPX 221216P1950000,2022-12-16,P,1950000.0,107.0,171.0,0.323131,,1.0
108105.0,2020-06-15,SPX 221216P1975000,2022-12-16,P,1975000.0,102.6,166.6,0.31217,,1.0
108105.0,2020-06-15,SPX 221216P2000000,2022-12-16,P,2000000.0,107.5,171.5,0.310105,,1.0
108105.0,2020-06-15,SPX 221216P2025000,2022-12-16,P,2025000.0,112.5,176.5,0.308034,,1.0
108105.0,2020-06-15,SPX 221216P2050000,2022-12-16,P,2050000.0,117.7,181.7,0.306045,,1.0
108105.0,2020-06-15,SPX 221216P2075000,2022-12-16,P,2075000.0,123.0,187.0,0.304046,,1.0
108105.0,2020-06-15,SPX 221216P2100000,2022-12-16,P,2100000.0,128.4,192.4,0.302035,,1.0
108105.0,2020-06-15,SPX 221216P2125000,2022-12-16,P,2125000.0,133.9,197.9,0.300012,,1.0
108105.0,2020-06-15,SPX 221216P2150000,2022-12-16,P,2150000.0,139.6,203.6,0.298058,,1.0
108105.0,2020-06-15,SPX 221216P2175000,2022-12-16,P,2175000.0,145.3,209.3,0.296009,,1.0
108105.0,2020-06-15,SPX 221216P2200000,2022-12-16,P,2200000.0,151.2,215.2,0.294025,,1.0
108105.0,2020-06-15,SPX 221216P2225000,2022-12-16,P,2225000.0,157.3,221.3,0.292101,,1.0
108105.0,2020-06-15,SPX 221216P2250000,2022-12-16,P,2250000.0,163.4,227.4,0.290083,,1.0
108105.0,2020-06-15,SPX 221216P2275000,2022-12-16,P,2275000.0,169.8,233.8,0.288197,,1.0
108105.0,2020-06-15,SPX 221216P2300000,2022-12-16,P,2300000.0,176.1,240.1,0.286141,,1.0
108105.0,2020-06-15,SPX 221216P2325000,2022-12-16,P,2325000.0,182.6,246.6,0.28414,,1.0
108105.0,2020-06-15,SPX 221216P2350000,2022-12-16,P,2350000.0,193.6,248.2,0.281906,,1.0
108105.0,2020-06-15,SPX 221216P2375000,2022-12-16,P,2375000.0,198.2,252.1,0.278155,,1.0
108105.0,2020-06-15,SPX 221216P2400000,2022-12-16,P,2400000.0,200.1,259.0,0.274469,,1.0
108105.0,2020-06-15,SPX 221216P2425000,2022-12-16,P,2425000.0,209.1,266.1,0.273218,,1.0
108105.0,2020-06-15,SPX 221216P2450000,2022-12-16,P,2450000.0,212.8,273.4,0.270149,,1.0
108105.0,2020-06-15,SPX 221216P2475000,2022-12-16,P,2475000.0,216.4,280.7,0.266985,,1.0
108105.0,2020-06-15,SPX 221216P2500000,2022-12-16,P,2500000.0,222.4,288.2,0.264606,,1.0
108105.0,2020-06-15,SPX 221216P2525000,2022-12-16,P,2525000.0,230.1,295.9,0.262755,,1.0
108105.0,2020-06-15,SPX 221216P2550000,2022-12-16,P,2550000.0,237.9,303.7,0.26087,,1.0
108105.0,2020-06-15,SPX 221216P2575000,2022-12-16,P,2575000.0,245.9,311.7,0.259014,,1.0
108105.0,2020-06-15,SPX 221216P2600000,2022-12-16,P,2600000.0,236.1,319.9,0.25162,,1.0
108105.0,2020-06-15,SPX 221216P2625000,2022-12-16,P,2625000.0,256.3,352.3,0.260812,,1.0
108105.0,2020-06-15,SPX 221216P2650000,2022-12-16,P,2650000.0,264.4,360.4,0.258667,,1.0
108105.0,2020-06-15,SPX 221216P2675000,2022-12-16,P,2675000.0,273.0,369.0,0.256731,,1.0
108105.0,2020-06-15,SPX 221216P2700000,2022-12-16,P,2700000.0,281.7,377.7,0.254759,,1.0
108105.0,2020-06-15,SPX 221216P2725000,2022-12-16,P,2725000.0,290.6,386.6,0.25281,,1.0
108105.0,2020-06-15,SPX 221216P2750000,2022-12-16,P,2750000.0,299.6,395.6,0.250823,,1.0
108105.0,2020-06-15,SPX 221216P2775000,2022-12-16,P,2775000.0,308.8,404.8,0.248856,,1.0
108105.0,2020-06-15,SPX 221216P2800000,2022-12-16,P,2800000.0,318.2,414.2,0.246906,,1.0
108105.0,2020-06-15,SPX 221216P2825000,2022-12-16,P,2825000.0,327.8,423.8,0.244972,,1.0
108105.0,2020-06-15,SPX 221216P2850000,2022-12-16,P,2850000.0,337.6,433.6,0.243051,,1.0
108105.0,2020-06-15,SPX 221216P2875000,2022-12-16,P,2875000.0,347.5,443.5,0.241087,,1.0
108105.0,2020-06-15,SPX 221216P2900000,2022-12-16,P,2900000.0,357.6,453.6,0.239134,,1.0
108105.0,2020-06-15,SPX 221216P2925000,2022-12-16,P,2925000.0,368.0,464.0,0.237245,,1.0
108105.0,2020-06-15,SPX 221216P2950000,2022-12-16,P,2950000.0,378.5,474.5,0.235308,,1.0
108105.0,2020-06-15,SPX 221216P2975000,2022-12-16,P,2975000.0,389.2,485.2,0.233377,,1.0
108105.0,2020-06-15,SPX 221216P3000000,2022-12-16,P,3000000.0,400.2,496.2,0.231504,,1.0
108105.0,2020-06-15,SPX 221216P3025000,2022-12-16,P,3025000.0,411.3,507.3,0.22958,,1.0
108105.0,2020-06-15,SPX 221216P3050000,2022-12-16,P,3050000.0,422.7,518.7,0.227711,,1.0
108105.0,2020-06-15,SPX 221216P3075000,2022-12-16,P,3075000.0,434.2,530.2,0.225787,,1.0
108105.0,2020-06-15,SPX 221216P3100000,2022-12-16,P,3100000.0,446.0,542.0,0.223914,,1.0
108105.0,2020-06-15,SPX 221216P3125000,2022-12-16,P,3125000.0,458.0,554.0,0.222039,,1.0
108105.0,2020-06-15,SPX 221216P3150000,2022-12-16,P,3150000.0,489.9,585.9,0.230757,,1.0
108105.0,2020-06-15,SPX 221216P3175000,2022-12-16,P,3175000.0,501.0,597.0,0.228171,,1.0
108105.0,2020-06-15,SPX 221216P3200000,2022-12-16,P,3200000.0,515.0,611.0,0.227036,,1.0
108105.0,2020-06-15,SPX 221216P3225000,2022-12-16,P,3225000.0,526.6,622.6,0.224498,,1.0
108105.0,2020-06-15,SPX 221216P3250000,2022-12-16,P,3250000.0,541.2,637.2,0.223466,,1.0
108105.0,2020-06-15,SPX 221216P3275000,2022-12-16,P,3275000.0,552.9,648.9,0.220754,,1.0
108105.0,2020-06-15,SPX 221216P3300000,2022-12-16,P,3300000.0,568.5,664.5,0.220039,,1.0
108105.0,2020-06-15,SPX 221216P3325000,2022-12-16,P,3325000.0,578.0,674.0,0.215891,,1.0
108105.0,2020-06-15,SPX 221216P3350000,2022-12-16,P,3350000.0,595.1,691.1,0.215765,,1.0
108105.0,2020-06-15,SPX 221216P3375000,2022-12-16,P,3375000.0,609.5,705.5,0.214049,,1.0
108105.0,2020-06-15,SPX 221216P3400000,2022-12-16,P,3400000.0,623.8,719.8,0.212157,,1.0
108105.0,2020-06-15,SPX 221216P3425000,2022-12-16,P,3425000.0,639.2,735.2,0.210753,,1.0
108105.0,2020-06-15,SPX 221216P3450000,2022-12-16,P,3450000.0,654.4,750.4,0.209118,,1.0
108105.0,2020-06-15,SPX 221216P3475000,2022-12-16,P,3475000.0,669.9,765.9,0.207527,,1.0
108105.0,2020-06-15,SPX 221216P3500000,2022-12-16,P,3500000.0,685.7,781.7,0.205982,,1.0
108105.0,2020-06-15,SPX 221216P3525000,2022-12-16,P,3525000.0,702.7,798.7,0.205003,,1.0
108105.0,2020-06-15,SPX 221216P3550000,2022-12-16,P,3550000.0,719.1,815.1,0.203558,,1.0
108105.0,2020-06-15,SPX 221216P3575000,2022-12-16,P,3575000.0,735.7,831.7,0.202103,,1.0
108105.0,2020-06-15,SPX 221216P3600000,2022-12-16,P,3600000.0,752.6,848.6,0.200699,,1.0
108105.0,2020-06-15,SPX 221216P3625000,2022-12-16,P,3625000.0,769.8,865.8,0.199348,,1.0
108105.0,2020-06-15,SPX 221216P3650000,2022-12-16,P,3650000.0,787.2,883.2,0.197989,,1.0
108105.0,2020-06-15,SPX 221216P3675000,2022-12-16,P,3675000.0,804.9,900.9,0.196686,,1.0
108105.0,2020-06-15,SPX 221216P3700000,2022-12-16,P,3700000.0,822.9,918.9,0.195442,,1.0
108105.0,2020-06-15,SPX 221216P3725000,2022-12-16,P,3725000.0,841.2,937.2,0.19426,,1.0
108105.0,2020-06-15,SPX 221216P3750000,2022-12-16,P,3750000.0,859.7,955.7,0.193079,,1.0
108105.0,2020-06-15,SPX 221216P3775000,2022-12-16,P,3775000.0,878.5,974.5,0.191967,,1.0
108105.0,2020-06-15,SPX 221216P3800000,2022-12-16,P,3800000.0,897.5,993.5,0.190861,,1.0
108105.0,2020-06-15,SPX 221216P3850000,2022-12-16,P,3850000.0,936.3,1032.3,0.188813,,1.0
108105.0,2020-06-15,SPX 221216P3900000,2022-12-16,P,3900000.0,976.0,1072.0,0.186899,,1.0
108105.0,2020-06-15,SPX 221216P4000000,2022-12-16,P,4000000.0,1058.4,1154.4,0.183847,,1.0
108105.0,2020-06-15,SPX 221216P4100000,2022-12-16,P,4100000.0,1143.8,1239.8,0.18136,,1.0
108105.0,2020-06-15,SPX 221216P4200000,2022-12-16,P,4200000.0,1232.1,1328.1,0.179723,,1.0
108105.0,2020-06-15,SPX 221216P4300000,2022-12-16,P,4300000.0,1322.6,1418.6,0.178695,,1.0
108105.0,2020-06-15,SPX 221216P4400000,2022-12-16,P,4400000.0,1414.8,1510.8,0.178116,,1.0
108105.0,2020-06-15,SPX 221216P4500000,2022-12-16,P,4500000.0,1508.6,1604.6,0.17823,,1.0
108105.0,2020-06-15,SPX 221216P4600000,2022-12-16,P,4600000.0,1603.4,1699.4,0.178604,,1.0
108105.0,2020-06-15,SPX 221216P4700000,2022-12-16,P,4700000.0,1699.0,1795.0,0.179188,,1.0
108105.0,2020-06-15,SPX 221216P4800000,2022-12-16,P,4800000.0,1794.2,1890.2,0.178046,,1.0
108105.0,2020-06-15,SPX 221216P4900000,2022-12-16,P,4900000.0,1891.7,1987.7,0.18023,,1.0
108105.0,2020-06-15,SPX 221216P700000,2022-12-16,P,700000.0,8.2,13.6,0.476924,,1.0
108105.0,2020-06-15,SPX 221216P800000,2022-12-16,P,800000.0,2.9,16.0,0.424078,,1.0
108105.0,2020-06-15,SPX 221216P900000,2022-12-16,P,900000.0,6.9,26.9,0.429692,,1.0
108105.0,2020-06-15,SPXW 200615C1000000,2020-06-15,C,1000000.0,2030.7,2078.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1100000,2020-06-15,C,1100000.0,1930.7,1978.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1200000,2020-06-15,C,1200000.0,1830.7,1878.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1300000,2020-06-15,C,1300000.0,1730.6,1778.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1400000,2020-06-15,C,1400000.0,1630.7,1678.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1500000,2020-06-15,C,1500000.0,1530.6,1578.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1600000,2020-06-15,C,1600000.0,1430.7,1478.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1700000,2020-06-15,C,1700000.0,1330.7,1378.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1800000,2020-06-15,C,1800000.0,1230.6,1278.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C1900000,2020-06-15,C,1900000.0,1130.7,1178.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2000000,2020-06-15,C,2000000.0,1030.8,1078.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2100000,2020-06-15,C,2100000.0,930.8,978.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2150000,2020-06-15,C,2150000.0,880.8,928.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2200000,2020-06-15,C,2200000.0,831.4,878.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2250000,2020-06-15,C,2250000.0,781.4,828.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2275000,2020-06-15,C,2275000.0,756.4,803.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2300000,2020-06-15,C,2300000.0,731.4,778.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2325000,2020-06-15,C,2325000.0,706.4,753.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2350000,2020-06-15,C,2350000.0,681.4,728.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2375000,2020-06-15,C,2375000.0,656.4,703.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2400000,2020-06-15,C,2400000.0,631.4,678.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2425000,2020-06-15,C,2425000.0,606.4,653.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2450000,2020-06-15,C,2450000.0,581.4,628.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2475000,2020-06-15,C,2475000.0,556.4,603.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2500000,2020-06-15,C,2500000.0,531.4,578.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2525000,2020-06-15,C,2525000.0,506.4,553.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2550000,2020-06-15,C,2550000.0,481.4,528.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2560000,2020-06-15,C,2560000.0,471.4,518.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2570000,2020-06-15,C,2570000.0,461.4,508.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2575000,2020-06-15,C,2575000.0,456.4,503.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2580000,2020-06-15,C,2580000.0,451.4,498.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2590000,2020-06-15,C,2590000.0,441.4,488.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2600000,2020-06-15,C,2600000.0,431.4,478.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2610000,2020-06-15,C,2610000.0,421.4,468.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2625000,2020-06-15,C,2625000.0,406.3,453.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2630000,2020-06-15,C,2630000.0,401.4,448.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2640000,2020-06-15,C,2640000.0,391.4,438.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2650000,2020-06-15,C,2650000.0,381.4,428.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2660000,2020-06-15,C,2660000.0,371.4,418.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2670000,2020-06-15,C,2670000.0,361.4,408.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2675000,2020-06-15,C,2675000.0,356.4,403.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2680000,2020-06-15,C,2680000.0,351.4,398.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2690000,2020-06-15,C,2690000.0,341.4,388.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2700000,2020-06-15,C,2700000.0,331.4,378.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2710000,2020-06-15,C,2710000.0,321.4,368.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2720000,2020-06-15,C,2720000.0,311.4,358.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2725000,2020-06-15,C,2725000.0,306.4,353.5,,w,0.0
108105.0,2020-06-15,SPXW 200615C2730000,2020-06-15,C,2730000.0,301.4,348.5,,w,0.0
