expiry,T,r,strike,side,type,dK,weight,mid,cp_flag
2020-07-17,0.08767123287671233,0.0,1930.0,P,OTM,2.5,1.5310813713119815e-05,2.1500000000000004,P
2020-07-17,0.08767123287671233,0.0,1930.0,P,OTM,5.0,3.062162742623963e-05,2.075,P
2020-07-17,0.08767123287671233,0.0,1940.0,P,OTM,5.0,3.030675417153789e-05,2.175,P
2020-07-17,0.08767123287671233,0.0,1940.0,P,OTM,5.0,3.030675417153789e-05,2.2249999999999996,P
2020-07-17,0.08767123287671233,0.0,1950.0,P,OTM,5.0,2.999671268902038e-05,2.2750000000000004,P
2020-07-17,0.08767123287671233,0.0,1950.0,P,OTM,5.0,2.999671268902038e-05,2.225,P
2020-07-17,0.08767123287671233,0.0,1960.0,P,OTM,5.0,2.969140462307372e-05,2.325,P
2020-07-17,0.08767123287671233,0.0,1960.0,P,OTM,5.0,2.969140462307372e-05,2.275,P
2020-07-17,0.08767123287671233,0.0,1970.0,P,OTM,5.0,2.9390734108067715e-05,2.325,P
2020-07-17,0.08767123287671233,0.0,1970.0,P,OTM,2.5,1.4695367054033858e-05,2.4,P
2020-07-17,0.08767123287671233,0.0,1975.0,P,OTM,2.5,1.4621054318218234e-05,2.425,P
2020-07-17,0.08767123287671233,0.0,1975.0,P,OTM,2.5,1.4621054318218234e-05,2.375,P
2020-07-17,0.08767123287671233,0.0,1980.0,P,OTM,2.5,1.454730384654627e-05,2.425,P
2020-07-17,0.08767123287671233,0.0,1980.0,P,OTM,5.0,2.909460769309254e-05,2.4749999999999996,P
2020-07-17,0.08767123287671233,0.0,1990.0,P,OTM,5.0,2.8802934269336634e-05,2.5,P
2020-07-17,0.08767123287671233,0.0,1990.0,P,OTM,5.0,2.8802934269336634e-05,2.5250000000000004,P
2020-07-17,0.08767123287671233,0.0,2000.0,P,OTM,5.0,2.8515625000000004e-05,2.625,P
2020-07-17,0.08767123287671233,0.0,2000.0,P,OTM,5.0,2.8515625000000004e-05,2.5999999999999996,P
2020-07-17,0.08767123287671233,0.0,2010.0,P,OTM,5.0,2.8232593252642263e-05,2.6500000000000004,P
2020-07-17,0.08767123287671233,0.0,2010.0,P,OTM,5.0,2.8232593252642263e-05,2.675,P
2020-07-17,0.08767123287671233,0.0,2020.0,P,OTM,5.0,2.7953754533869228e-05,2.7750000000000004,P
2020-07-17,0.08767123287671233,0.0,2020.0,P,OTM,2.5,1.3976877266934614e-05,2.725,P
2020-07-17,0.08767123287671233,0.0,2025.0,P,OTM,2.5,1.3907940862673374e-05,2.775,P
2020-07-17,0.08767123287671233,0.0,2025.0,P,OTM,2.5,1.3907940862673374e-05,2.8,P
2020-07-17,0.08767123287671233,0.0,2030.0,P,OTM,2.5,1.3839513213133053e-05,2.825,P
2020-07-17,0.08767123287671233,0.0,2030.0,P,OTM,5.0,2.7679026426266107e-05,2.85,P
2020-07-17,0.08767123287671233,0.0,2040.0,P,OTM,5.0,2.740832852748943e-05,2.875,P
2020-07-17,0.08767123287671233,0.0,2040.0,P,OTM,5.0,2.740832852748943e-05,2.925,P
2020-07-17,0.08767123287671233,0.0,2050.0,P,OTM,5.0,2.714158239143367e-05,3.0,P
2020-07-17,0.08767123287671233,0.0,2050.0,P,OTM,5.0,2.714158239143367e-05,2.975,P
2020-07-17,0.08767123287671233,0.0,2060.0,P,OTM,5.0,2.6878711471392213e-05,3.075,P
2020-07-17,0.08767123287671233,0.0,2060.0,P,OTM,5.0,2.6878711471392213e-05,3.1,P
2020-07-17,0.08767123287671233,0.0,2070.0,P,OTM,5.0,2.661964106513571e-05,3.2,P
2020-07-17,0.08767123287671233,0.0,2070.0,P,OTM,2.5,1.3309820532567855e-05,3.175,P
2020-07-17,0.08767123287671233,0.0,2075.0,P,OTM,2.5,1.3245754100740312e-05,3.2,P
2020-07-17,0.08767123287671233,0.0,2075.0,P,OTM,2.5,1.3245754100740312e-05,3.2,P
2020-07-17,0.08767123287671233,0.0,2080.0,P,OTM,2.5,1.318214913091716e-05,3.3,P
2020-07-17,0.08767123287671233,0.0,2080.0,P,OTM,5.0,2.636429826183432e-05,3.25,P
2020-07-17,0.08767123287671233,0.0,2090.0,P,OTM,5.0,2.6112611890753418e-05,3.35,P
2020-07-17,0.08767123287671233,0.0,2090.0,P,OTM,5.0,2.6112611890753418e-05,3.4,P
2020-07-17,0.08767123287671233,0.0,2100.0,P,OTM,5.0,2.5864512471655327e-05,3.5,P
2020-07-17,0.08767123287671233,0.0,2100.0,P,OTM,5.0,2.5864512471655327e-05,3.45,P
2020-07-17,0.08767123287671233,0.0,2110.0,P,OTM,5.0,2.5619932166842613e-05,3.5,P
2020-07-17,0.08767123287671233,0.0,2110.0,P,OTM,5.0,2.5619932166842613e-05,3.6,P
2020-07-17,0.08767123287671233,0.0,2120.0,P,OTM,5.0,2.537880473478106e-05,3.7,P
2020-07-17,0.08767123287671233,0.0,2120.0,P,OTM,2.5,1.268940236739053e-05,3.5999999999999996,P
2020-07-17,0.08767123287671233,0.0,2125.0,P,OTM,2.5,1.262975778546713e-05,3.65,P
2020-07-17,0.08767123287671233,0.0,2125.0,P,OTM,2.5,1.262975778546713e-05,3.7,P
2020-07-17,0.08767123287671233,0.0,2130.0,P,OTM,2.5,1.2570532742621615e-05,3.7,P
2020-07-17,0.08767123287671233,0.0,2130.0,P,OTM,5.0,2.514106548524323e-05,3.8,P
2020-07-17,0.08767123287671233,0.0,2140.0,P,OTM,5.0,2.4906651235915802e-05,3.9,P
2020-07-17,0.08767123287671233,0.0,2140.0,P,OTM,5.0,2.4906651235915802e-05,3.8,P
2020-07-17,0.08767123287671233,0.0,2150.0,P,OTM,5.0,2.4675500270416442e-05,4.0,P
2020-07-17,0.08767123287671233,0.0,2150.0,P,OTM,5.0,2.4675500270416442e-05,3.9000000000000004,P
2020-07-17,0.08767123287671233,0.0,2160.0,P,OTM,5.0,2.444755229766804e-05,4.15,P
2020-07-17,0.08767123287671233,0.0,2160.0,P,OTM,5.0,2.444755229766804e-05,4.050000000000001,P
2020-07-17,0.08767123287671233,0.0,2170.0,P,OTM,5.0,2.422274841258043e-05,4.2,P
2020-07-17,0.08767123287671233,0.0,2170.0,P,OTM,2.5,1.2111374206290215e-05,4.25,P
2020-07-17,0.08767123287671233,0.0,2175.0,P,OTM,2.5,1.2055753732329237e-05,4.300000000000001,P
2020-07-17,0.08767123287671233,0.0,2175.0,P,OTM,2.5,1.2055753732329237e-05,4.25,P
2020-07-17,0.08767123287671233,0.0,2180.0,P,OTM,2.5,1.2000515528995876e-05,4.4,P
2020-07-17,0.08767123287671233,0.0,2180.0,P,OTM,5.0,2.4001031057991752e-05,4.3,P
2020-07-17,0.08767123287671233,0.0,2190.0,P,OTM,5.0,2.378234398782344e-05,4.449999999999999,P
2020-07-17,0.08767123287671233,0.0,2190.0,P,OTM,5.0,2.378234398782344e-05,4.550000000000001,P
2020-07-17,0.08767123287671233,0.0,2200.0,P,OTM,5.0,2.356663223140496e-05,4.6,P
2020-07-17,0.08767123287671233,0.0,2200.0,P,OTM,5.0,2.356663223140496e-05,4.699999999999999,P
2020-07-17,0.08767123287671233,0.0,2210.0,P,OTM,5.0,2.33538420589259e-05,4.7,P
2020-07-17,0.08767123287671233,0.0,2210.0,P,OTM,5.0,2.33538420589259e-05,4.800000000000001,P
2020-07-17,0.08767123287671233,0.0,2220.0,P,OTM,5.0,2.3143920947975e-05,5.0,P
2020-07-17,0.08767123287671233,0.0,2220.0,P,OTM,2.5,1.15719604739875e-05,4.85,P
2020-07-17,0.08767123287671233,0.0,2225.0,P,OTM,2.5,1.1520010099734883e-05,5.0,P
2020-07-17,0.08767123287671233,0.0,2225.0,P,OTM,2.5,1.1520010099734883e-05,5.050000000000001,P
2020-07-17,0.08767123287671233,0.0,2230.0,P,OTM,2.5,1.1468408775563555e-05,5.15,P
2020-07-17,0.08767123287671233,0.0,2230.0,P,OTM,5.0,2.293681755112711e-05,5.05,P
2020-07-17,0.08767123287671233,0.0,2240.0,P,OTM,5.0,2.2732481664540818e-05,5.2,P
2020-07-17,0.08767123287671233,0.0,2240.0,P,OTM,5.0,2.2732481664540818e-05,5.300000000000001,P
2020-07-17,0.08767123287671233,0.0,2250.0,P,OTM,5.0,2.2530864197530865e-05,5.45,P
2020-07-17,0.08767123287671233,0.0,2250.0,P,OTM,5.0,2.2530864197530865e-05,5.449999999999999,P
2020-07-17,0.08767123287671233,0.0,2260.0,P,OTM,5.0,2.23319171430809e-05,5.55,P
2020-07-17,0.08767123287671233,0.0,2260.0,P,OTM,5.0,2.23319171430809e-05,5.65,P
2020-07-17,0.08767123287671233,0.0,2270.0,P,OTM,5.0,2.2135593549263522e-05,5.75,P
2020-07-17,0.08767123287671233,0.0,2270.0,P,OTM,2.5,1.1067796774631761e-05,5.85,P
2020-07-17,0.08767123287671233,0.0,2275.0,P,OTM,2.5,1.101920057964014e-05,5.9,P
2020-07-17,0.08767123287671233,0.0,2275.0,P,OTM,2.5,1.101920057964014e-05,5.85,P
2020-07-17,0.08767123287671233,0.0,2280.0,P,OTM,2.5,1.0970923745767929e-05,5.95,P
2020-07-17,0.08767123287671233,0.0,2280.0,P,OTM,5.0,2.1941847491535858e-05,6.0,P
2020-07-17,0.08767123287671233,0.0,2290.0,P,OTM,5.0,2.1750634045880134e-05,6.199999999999999,P
2020-07-17,0.08767123287671233,0.0,2290.0,P,OTM,2.5,1.0875317022940067e-05,6.15,P
2020-07-17,0.08767123287671233,0.0,2295.0,P,OTM,2.5,1.082798164048965e-05,6.25,P
2020-07-17,0.08767123287671233,0.0,2295.0,P,OTM,2.5,1.082798164048965e-05,6.35,P
2020-07-17,0.08767123287671233,0.0,2300.0,P,OTM,2.5,1.0780954631379963e-05,6.449999999999999,P
2020-07-17,0.08767123287671233,0.0,2300.0,P,OTM,2.5,1.0780954631379963e-05,6.35,P
2020-07-17,0.08767123287671233,0.0,2305.0,P,OTM,2.5,1.0734233322824568e-05,6.45,P
2020-07-17,0.08767123287671233,0.0,2305.0,P,OTM,2.5,1.0734233322824568e-05,6.550000000000001,P
2020-07-17,0.08767123287671233,0.0,2310.0,P,OTM,2.5,1.0687815070931954e-05,6.65,P
2020-07-17,0.08767123287671233,0.0,2310.0,P,OTM,2.5,1.0687815070931954e-05,6.55,P
2020-07-17,0.08767123287671233,0.0,2315.0,P,OTM,2.5,1.0641697260331485e-05,6.65,P
2020-07-17,0.08767123287671233,0.0,2315.0,P,OTM,2.5,1.0641697260331485e-05,6.800000000000001,P
2020-07-17,0.08767123287671233,0.0,2320.0,P,OTM,2.5,1.0595877303804994e-05,6.9,P
2020-07-17,0.08767123287671233,0.0,2320.0,P,OTM,2.5,1.0595877303804994e-05,6.8,P
2020-07-17,0.08767123287671233,0.0,2325.0,P,OTM,2.5,1.0550352641923921e-05,6.9,P
2020-07-17,0.08767123287671233,0.0,2325.0,P,OTM,2.5,1.0550352641923921e-05,7.0,P
2020-07-17,0.08767123287671233,0.0,2330.0,P,OTM,2.5,1.050512074269189e-05,7.15,P
2020-07-17,0.08767123287671233,0.0,2330.0,P,OTM,2.5,1.050512074269189e-05,7.0,P
2020-07-17,0.08767123287671233,0.0,2335.0,P,OTM,2.5,1.0460179101192632e-05,7.050000000000001,P
2020-07-17,0.08767123287671233,0.0,2335.0,P,OTM,2.5,1.0460179101192632e-05,7.25,P
2020-07-17,0.08767123287671233,0.0,2340.0,P,OTM,2.5,1.0415525239243188e-05,7.4,P
2020-07-17,0.08767123287671233,0.0,2340.0,P,OTM,2.5,1.0415525239243188e-05,7.2,P
2020-07-17,0.08767123287671233,0.0,2345.0,P,OTM,2.5,1.037115670505226e-05,7.35,P
2020-07-17,0.08767123287671233,0.0,2345.0,P,OTM,2.5,1.037115670505226e-05,7.5,P
2020-07-17,0.08767123287671233,0.0,2350.0,P,OTM,2.5,1.0327071072883657e-05,7.65,P
2020-07-17,0.08767123287671233,0.0,2350.0,P,OTM,2.5,1.0327071072883657e-05,7.4,P
2020-07-17,0.08767123287671233,0.0,2355.0,P,OTM,2.5,1.0283265942724744e-05,7.550000000000001,P
2020-07-17,0.08767123287671233,0.0,2355.0,P,OTM,2.5,1.0283265942724744e-05,7.75,P
2020-07-17,0.08767123287671233,0.0,2360.0,P,OTM,2.5,1.0239738939959782e-05,7.9,P
2020-07-17,0.08767123287671233,0.0,2360.0,P,OTM,2.5,1.0239738939959782e-05,7.7,P
2020-07-17,0.08767123287671233,0.0,2365.0,P,OTM,2.5,1.0196487715048115e-05,9.15,P
2020-07-17,0.08767123287671233,0.0,2365.0,P,OTM,2.5,1.0196487715048115e-05,8.05,P
2020-07-17,0.08767123287671233,0.0,2370.0,P,OTM,2.5,1.0153509943207108e-05,8.2,P
2020-07-17,0.08767123287671233,0.0,2370.0,P,OTM,2.5,1.0153509943207108e-05,7.95,P
2020-07-17,0.08767123287671233,0.0,2375.0,P,OTM,2.5,1.0110803324099723e-05,8.15,P
2020-07-17,0.08767123287671233,0.0,2375.0,P,OTM,2.5,1.0110803324099723e-05,8.35,P
2020-07-17,0.08767123287671233,0.0,2380.0,P,OTM,2.5,1.0068365581526729e-05,8.45,P
2020-07-17,0.08767123287671233,0.0,2380.0,P,OTM,2.5,1.0068365581526729e-05,8.25,P
2020-07-17,0.08767123287671233,0.0,2385.0,P,OTM,2.5,1.0026194463123383e-05,8.4,P
2020-07-17,0.08767123287671233,0.0,2385.0,P,OTM,2.5,1.0026194463123383e-05,8.6,P
2020-07-17,0.08767123287671233,0.0,2390.0,P,OTM,2.5,9.984287740060573e-06,8.75,P
2020-07-17,0.08767123287671233,0.0,2390.0,P,OTM,2.5,9.984287740060573e-06,8.55,P
2020-07-17,0.08767123287671233,0.0,2395.0,P,OTM,2.5,9.942643206750318e-06,8.65,P
2020-07-17,0.08767123287671233,0.0,2395.0,P,OTM,2.5,9.942643206750318e-06,8.95,P
2020-07-17,0.08767123287671233,0.0,2400.0,P,OTM,2.5,9.901258680555557e-06,9.1,P
2020-07-17,0.08767123287671233,0.0,2400.0,P,OTM,2.5,9.901258680555557e-06,8.85,P
2020-07-17,0.08767123287671233,0.0,2405.0,P,OTM,2.5,9.860132001504142e-06,9.05,P
2020-07-17,0.08767123287671233,0.0,2405.0,P,OTM,2.5,9.860132001504142e-06,9.25,P
2020-07-17,0.08767123287671233,0.0,2410.0,P,OTM,2.5,9.819261032007025e-06,9.45,P
2020-07-17,0.08767123287671233,0.0,2410.0,P,OTM,2.5,9.819261032007025e-06,9.15,P
2020-07-17,0.08767123287671233,0.0,2415.0,P,OTM,2.5,9.778643656580465e-06,9.35,P
2020-07-17,0.08767123287671233,0.0,2415.0,P,OTM,2.5,9.778643656580465e-06,9.6,P
2020-07-17,0.08767123287671233,0.0,2420.0,P,OTM,2.5,9.738277781572298e-06,9.75,P
2020-07-17,0.08767123287671233,0.0,2420.0,P,OTM,2.5,9.738277781572298e-06,9.5,P
2020-07-17,0.08767123287671233,0.0,2425.0,P,OTM,2.5,9.698161334892124e-06,9.65,P
2020-07-17,0.08767123287671233,0.0,2425.0,P,OTM,2.5,9.698161334892124e-06,9.95,P
2020-07-17,0.08767123287671233,0.0,2430.0,P,OTM,2.5,9.658292265745398e-06,9.899999999999999,P
2020-07-17,0.08767123287671233,0.0,2430.0,P,OTM,2.5,9.658292265745398e-06,10.15,P
2020-07-17,0.08767123287671233,0.0,2435.0,P,OTM,2.5,9.618668544371313e-06,10.3,P
2020-07-17,0.08767123287671233,0.0,2435.0,P,OTM,2.5,9.618668544371313e-06,10.05,P
2020-07-17,0.08767123287671233,0.0,2440.0,P,OTM,2.5,9.579288161784467e-06,10.2,P
2020-07-17,0.08767123287671233,0.0,2440.0,P,OTM,2.5,9.579288161784467e-06,10.55,P
2020-07-17,0.08767123287671233,0.0,2445.0,P,OTM,2.5,9.540149129520202e-06,10.7,P
2020-07-17,0.08767123287671233,0.0,2445.0,P,OTM,2.5,9.540149129520202e-06,10.4,P
2020-07-17,0.08767123287671233,0.0,2450.0,P,OTM,2.5,9.501249479383591e-06,10.6,P
2020-07-17,0.08767123287671233,0.0,2450.0,P,OTM,2.5,9.501249479383591e-06,10.9,P
2020-07-17,0.08767123287671233,0.0,2455.0,P,OTM,2.5,9.462587263201994e-06,11.15,P
2020-07-17,0.08767123287671233,0.0,2455.0,P,OTM,2.5,9.462587263201994e-06,10.8,P
2020-07-17,0.08767123287671233,0.0,2460.0,P,OTM,2.5,9.424160552581136e-06,11.0,P
2020-07-17,0.08767123287671233,0.0,2460.0,P,OTM,2.5,9.424160552581136e-06,11.35,P
2020-07-17,0.08767123287671233,0.0,2465.0,P,OTM,2.5,9.38596743866463e-06,11.55,P
2020-07-17,0.08767123287671233,0.0,2465.0,P,OTM,2.5,9.38596743866463e-06,11.2,P
2020-07-17,0.08767123287671233,0.0,2470.0,P,OTM,2.5,9.348006031896934e-06,11.4,P
2020-07-17,0.08767123287671233,0.0,2470.0,P,OTM,2.5,9.348006031896934e-06,11.75,P
2020-07-17,0.08767123287671233,0.0,2475.0,P,OTM,2.5,9.310274461789613e-06,11.95,P
2020-07-17,0.08767123287671233,0.0,2475.0,P,OTM,2.5,9.310274461789613e-06,11.7,P
2020-07-17,0.08767123287671233,0.0,2480.0,P,OTM,2.5,9.272770876690947e-06,13.5,P
2020-07-17,0.08767123287671233,0.0,2480.0,P,OTM,2.5,9.272770876690947e-06,12.25,P
2020-07-17,0.08767123287671233,0.0,2485.0,P,OTM,2.5,9.235493443558736e-06,12.45,P
2020-07-17,0.08767123287671233,0.0,2485.0,P,OTM,2.5,9.235493443558736e-06,12.1,P
2020-07-17,0.08767123287671233,0.0,2490.0,P,OTM,2.5,9.198440347736328e-06,12.3,P
2020-07-17,0.08767123287671233,0.0,2490.0,P,OTM,2.5,9.198440347736328e-06,12.65,P
2020-07-17,0.08767123287671233,0.0,2495.0,P,OTM,2.5,9.161609792731756e-06,12.95,P
2020-07-17,0.08767123287671233,0.0,2495.0,P,OTM,2.5,9.161609792731756e-06,12.5,P
2020-07-17,0.08767123287671233,0.0,2500.0,P,OTM,2.5,9.125e-06,12.75,P
2020-07-17,0.08767123287671233,0.0,2500.0,P,OTM,2.5,9.125e-06,13.15,P
2020-07-17,0.08767123287671233,0.0,2505.0,P,OTM,2.5,9.088609208728252e-06,13.45,P
2020-07-17,0.08767123287671233,0.0,2505.0,P,OTM,2.5,9.088609208728252e-06,13.0,P
2020-07-17,0.08767123287671233,0.0,2510.0,P,OTM,2.5,9.052435675624196e-06,13.25,P
2020-07-17,0.08767123287671233,0.0,2510.0,P,OTM,2.5,9.052435675624196e-06,13.75,P
2020-07-17,0.08767123287671233,0.0,2515.0,P,OTM,2.5,9.016477674707224e-06,13.95,P
2020-07-17,0.08767123287671233,0.0,2515.0,P,OTM,2.5,9.016477674707224e-06,15.55,P
2020-07-17,0.08767123287671233,0.0,2520.0,P,OTM,2.5,8.980733497102544e-06,13.75,P
2020-07-17,0.08767123287671233,0.0,2520.0,P,OTM,2.5,8.980733497102544e-06,14.25,P
2020-07-17,0.08767123287671233,0.0,2525.0,P,OTM,2.5,8.945201450838153e-06,14.55,P
2020-07-17,0.08767123287671233,0.0,2525.0,P,OTM,2.5,8.945201450838153e-06,16.0,P
2020-07-17,0.08767123287671233,0.0,2530.0,P,OTM,2.5,8.909879860644597e-06,16.4,P
2020-07-17,0.08767123287671233,0.0,2530.0,P,OTM,2.5,8.909879860644597e-06,14.75,P
2020-07-17,0.08767123287671233,0.0,2535.0,P,OTM,2.5,8.87476706775751e-06,16.7,P
2020-07-17,0.08767123287671233,0.0,2535.0,P,OTM,2.5,8.87476706775751e-06,15.05,P
2020-07-17,0.08767123287671233,0.0,2540.0,P,OTM,2.5,8.83986142972286e-06,15.35,P
2020-07-17,0.08767123287671233,0.0,2540.0,P,OTM,2.5,8.83986142972286e-06,14.850000000000001,P
2020-07-17,0.08767123287671233,0.0,2545.0,P,OTM,2.5,8.805161320204878e-06,15.65,P
2020-07-17,0.08767123287671233,0.0,2545.0,P,OTM,2.5,8.805161320204878e-06,15.149999999999999,P
2020-07-17,0.08767123287671233,0.0,2550.0,P,OTM,2.5,8.770665128796618e-06,15.950000000000001,P
2020-07-17,0.08767123287671233,0.0,2550.0,P,OTM,2.5,8.770665128796618e-06,15.45,P
2020-07-17,0.08767123287671233,0.0,2555.0,P,OTM,2.5,8.7363712608331e-06,17.950000000000003,P
2020-07-17,0.08767123287671233,0.0,2555.0,P,OTM,2.5,8.7363712608331e-06,16.25,P
2020-07-17,0.08767123287671233,0.0,2560.0,P,OTM,2.5,8.702278137207031e-06,16.6,P
2020-07-17,0.08767123287671233,0.0,2560.0,P,OTM,2.5,8.702278137207031e-06,18.3,P
2020-07-17,0.08767123287671233,0.0,2565.0,P,OTM,2.5,8.668384194187005e-06,16.45,P
2020-07-17,0.08767123287671233,0.0,2565.0,P,OTM,2.5,8.668384194187005e-06,16.950000000000003,P
2020-07-17,0.08767123287671233,0.0,2570.0,P,OTM,2.5,8.634687883238202e-06,17.25,P
2020-07-17,0.08767123287671233,0.0,2570.0,P,OTM,2.5,8.634687883238202e-06,16.75,P
2020-07-17,0.08767123287671233,0.0,2575.0,P,OTM,2.5,8.601187670845508e-06,19.25,P
2020-07-17,0.08767123287671233,0.0,2575.0,P,OTM,2.5,8.601187670845508e-06,17.6,P
2020-07-17,0.08767123287671233,0.0,2580.0,P,OTM,2.5,8.567882038339041e-06,17.950000000000003,P
2020-07-17,0.08767123287671233,0.0,2580.0,P,OTM,2.5,8.567882038339041e-06,17.4,P
2020-07-17,0.08767123287671233,0.0,2585.0,P,OTM,2.5,8.534769481722032e-06,19.950000000000003,P
2020-07-17,0.08767123287671233,0.0,2585.0,P,OTM,2.5,8.534769481722032e-06,18.3,P
2020-07-17,0.08767123287671233,0.0,2590.0,P,OTM,2.5,8.501848511501022e-06,18.65,P
2020-07-17,0.08767123287671233,0.0,2590.0,P,OTM,2.5,8.501848511501022e-06,18.1,P
2020-07-17,0.08767123287671233,0.0,2595.0,P,OTM,2.5,8.469117652518368e-06,20.65,P
2020-07-17,0.08767123287671233,0.0,2595.0,P,OTM,2.5,8.469117652518368e-06,19.0,P
2020-07-17,0.08767123287671233,0.0,2600.0,P,OTM,2.5,8.436575443786981e-06,19.35,P
2020-07-17,0.08767123287671233,0.0,2600.0,P,OTM,2.5,8.436575443786981e-06,19.95,P
2020-07-17,0.08767123287671233,0.0,2605.0,P,OTM,2.5,8.404220438327298e-06,19.2,P
2020-07-17,0.08767123287671233,0.0,2605.0,P,OTM,2.5,8.404220438327298e-06,19.75,P
2020-07-17,0.08767123287671233,0.0,2610.0,P,OTM,2.5,8.372051203006415e-06,19.6,P
2020-07-17,0.08767123287671233,0.0,2610.0,P,OTM,2.5,8.372051203006415e-06,20.2,P
2020-07-17,0.08767123287671233,0.0,2615.0,P,OTM,2.5,8.340066318379404e-06,20.6,P
2020-07-17,0.08767123287671233,0.0,2615.0,P,OTM,2.5,8.340066318379404e-06,20.0,P
2020-07-17,0.08767123287671233,0.0,2620.0,P,OTM,2.5,8.30826437853272e-06,20.4,P
2020-07-17,0.08767123287671233,0.0,2620.0,P,OTM,2.5,8.30826437853272e-06,21.0,P
2020-07-17,0.08767123287671233,0.0,2625.0,P,OTM,2.5,8.276643990929705e-06,21.4,P
2020-07-17,0.08767123287671233,0.0,2625.0,P,OTM,2.5,8.276643990929705e-06,20.8,P
2020-07-17,0.08767123287671233,0.0,2630.0,P,OTM,2.5,8.24520377625815e-06,23.4,P
2020-07-17,0.08767123287671233,0.0,2630.0,P,OTM,2.5,8.24520377625815e-06,21.8,P
2020-07-17,0.08767123287671233,0.0,2635.0,P,OTM,2.5,8.21394236827987e-06,22.2,P
2020-07-17,0.08767123287671233,0.0,2635.0,P,OTM,2.5,8.21394236827987e-06,23.8,P
2020-07-17,0.08767123287671233,0.0,2640.0,P,OTM,2.5,8.182858413682276e-06,22.1,P
2020-07-17,0.08767123287671233,0.0,2640.0,P,OTM,2.5,8.182858413682276e-06,22.65,P
2020-07-17,0.08767123287671233,0.0,2645.0,P,OTM,2.5,8.151950571931919e-06,23.1,P
2020-07-17,0.08767123287671233,0.0,2645.0,P,OTM,2.5,8.151950571931919e-06,24.65,P
2020-07-17,0.08767123287671233,0.0,2650.0,P,OTM,2.5,8.121217515129939e-06,22.95,P
2020-07-17,0.08767123287671233,0.0,2650.0,P,OTM,2.5,8.121217515129939e-06,23.5,P
2020-07-17,0.08767123287671233,0.0,2655.0,P,OTM,2.5,8.090657927869458e-06,25.549999999999997,P
2020-07-17,0.08767123287671233,0.0,2655.0,P,OTM,2.5,8.090657927869458e-06,24.0,P
2020-07-17,0.08767123287671233,0.0,2660.0,P,OTM,2.5,8.060270507094805e-06,23.85,P
2020-07-17,0.08767123287671233,0.0,2660.0,P,OTM,2.5,8.060270507094805e-06,24.45,P
2020-07-17,0.08767123287671233,0.0,2665.0,P,OTM,2.5,8.030053961962624e-06,24.35,P
2020-07-17,0.08767123287671233,0.0,2665.0,P,OTM,2.5,8.030053961962624e-06,24.9,P
2020-07-17,0.08767123287671233,0.0,2670.0,P,OTM,2.5,8.000007013704778e-06,26.950000000000003,P
2020-07-17,0.08767123287671233,0.0,2670.0,P,OTM,2.5,8.000007013704778e-06,25.4,P
2020-07-17,0.08767123287671233,0.0,2675.0,P,OTM,2.5,7.970128395493056e-06,25.9,P
2020-07-17,0.08767123287671233,0.0,2675.0,P,OTM,2.5,7.970128395493056e-06,27.4,P
2020-07-17,0.08767123287671233,0.0,2680.0,P,OTM,2.5,7.940416852305636e-06,27.9,P
2020-07-17,0.08767123287671233,0.0,2680.0,P,OTM,2.5,7.940416852305636e-06,26.4,P
2020-07-17,0.08767123287671233,0.0,2685.0,P,OTM,2.5,7.9108711407953e-06,26.9,P
2020-07-17,0.08767123287671233,0.0,2685.0,P,OTM,2.5,7.9108711407953e-06,26.35,P
2020-07-17,0.08767123287671233,0.0,2690.0,P,OTM,2.5,7.881490029159353e-06,28.9,P
2020-07-17,0.08767123287671233,0.0,2690.0,P,OTM,2.5,7.881490029159353e-06,27.45,P
2020-07-17,0.08767123287671233,0.0,2695.0,P,OTM,2.5,7.852272297011232e-06,27.95,P
2020-07-17,0.08767123287671233,0.0,2695.0,P,OTM,2.5,7.852272297011232e-06,29.4,P
2020-07-17,0.08767123287671233,0.0,2700.0,P,OTM,2.5,7.823216735253772e-06,28.9,P
2020-07-17,0.08767123287671233,0.0,2700.0,P,OTM,2.5,7.823216735253772e-06,28.5,P
2020-07-17,0.08767123287671233,0.0,2705.0,P,OTM,2.5,7.794322145954127e-06,29.05,P
2020-07-17,0.08767123287671233,0.0,2705.0,P,OTM,2.5,7.794322145954127e-06,30.5,P
2020-07-17,0.08767123287671233,0.0,2710.0,P,OTM,2.5,7.765587342220286e-06,29.6,P
2020-07-17,0.08767123287671233,0.0,2710.0,P,OTM,2.5,7.765587342220286e-06,29.0,P
2020-07-17,0.08767123287671233,0.0,2715.0,P,OTM,2.5,7.737011148079187e-06,31.6,P
2020-07-17,0.08767123287671233,0.0,2715.0,P,OTM,2.5,7.737011148079187e-06,30.2,P
2020-07-17,0.08767123287671233,0.0,2720.0,P,OTM,2.5,7.708592398356401e-06,30.75,P
2020-07-17,0.08767123287671233,0.0,2720.0,P,OTM,2.5,7.708592398356401e-06,32.15,P
2020-07-17,0.08767123287671233,0.0,2725.0,P,OTM,2.5,7.68032993855736e-06,31.35,P
2020-07-17,0.08767123287671233,0.0,2725.0,P,OTM,2.5,7.68032993855736e-06,32.75,P
2020-07-17,0.08767123287671233,0.0,2730.0,P,OTM,2.5,7.652222624750099e-06,31.950000000000003,P
2020-07-17,0.08767123287671233,0.0,2730.0,P,OTM,2.5,7.652222624750099e-06,33.35,P
