t0,near,T_near,next,T_next,T_star,w_near,w_next,sigma2_near,sigma2_next,sigma2_30d,F_near,F_next,K0_near,K0_next,VIX30_like_pct
2020-06-15,2020-07-13,0.07671232876712329,2020-07-17,0.08767123287671233,0.0821917808219178,0.5000000000000007,0.49999999999999933,0.1169832815686369,0.1346307532986329,0.12580701743363487,3058.8,3054.75,3060.0,3055.0,35.46928494255768
