t0,T_star,days,sigma2_30d_from_NB1,RV_30d,RV_minus_sigma2,strip_hedged_total,tracking_error
2020-06-15,2020-07-13,28,0.1258070174336348,0.03928374107399111,-0.08652327635964369,-0.13139290693447947,-0.044869630574835784
